locus	description	name
PA4472	PmbA protein	pmbA
PA4473	hypothetical protein	PA4473
PA4474	conserved hypothetical protein	PA4474
PA4475	conserved hypothetical protein	PA4475
PA4476	hypothetical protein	PA4476
PA4477	cytoplasmic axial filament protein	cafA
PA4478	conserved hypothetical protein	PA4478
PA4479	rod shape-determining protein MreD	mreD
PA4480	rod shape-determining protein MreC	mreC
PA4481	rod shape-determining protein MreB	mreB
PA4482	Glu-tRNA(Gln) amidotransferase subunit C	gatC
PA4483	Glu-tRNA(Gln) amidotransferase subunit A	gatA
PA4484	Glu-tRNA(Gln) amidotransferase subunit B	gatB
PA4485	conserved hypothetical protein	PA4485
PA4486	conserved hypothetical protein	PA4486
PA4487	MagF	magF
PA4488	MagE	magE
PA4489	MagD	magD
PA4490	MagC	magC
PA4491	MagB	magB
PA4492	MagA	magA
PA4493	RoxR	roxR
PA4494	RoxS	roxS
PA4495	hypothetical protein	PA4495
PA4496	probable binding protein component of ABC transporter	dppA1
PA4497	probable binding protein component of ABC transporter	dppA2
PA4498	metallo-dipeptidase aeruginosa, MdpA	mdpA
PA4499	Pseudomonas dipeptide regulator, PdsR	psdR
PA4500	probable binding protein component of ABC transporter	dppA3
PA4501	Glycine-glutamate dipeptide porin OpdP	opdD
PA4502	probable binding protein component of ABC transporter	dppA4
PA4503	dipeptide ABC transporter permease DppB	dppB
PA4504	dipeptide ABC transporter permease DppC	dppC
PA4505	dipeptide ABC transporter ATP-binding protein DppD	dppD
PA4506	dipeptide ABC transporter ATP-binding protein DppF	dppF
PA4507	hypothetical protein	PA4507
PA4508	probable transcriptional regulator	PA4508
PA4509	hypothetical protein	PA4509
PA4510	conserved hypothetical protein	PA4510
PA4511	conserved hypothetical protein	PA4511
PA4512	lipopolysaccharide biosynthetic protein LpxO1	lpxO1
PA4513	probable oxidoreductase	PA4513
PA4514	probable outer membrane receptor for iron transport	PA4514
PA4515	conserved hypothetical protein	PA4515
PA4516	hypothetical protein	PA4516
PA4517	conserved hypothetical protein	PA4517
PA4518	hypothetical protein	PA4518
PA4519	ornithine decarboxylase	speC
PA4520	probable chemotaxis transducer	PA4520
PA4521	AmpE	ampE
PA4522	beta-lactamase expression regulator AmpD	ampD
PA4523	hypothetical protein	PA4523
PA4524	nicotinate-nucleotide pyrophosphorylase	nadC
PA4525	type 4 fimbrial precursor PilA	pilA
PA4526	type 4 fimbrial biogenesis protein PilB	pilB
PA4528	type 4 prepilin peptidase PilD	pilD
PA4529	dephosphocoenzyme A kinase	coaE
PA4530	conserved hypothetical protein	PA4530
PA4531	hypothetical protein	PA4531
PA4532	hypothetical protein	PA4532
PA4533	hypothetical protein	PA4533
PA4534	hypothetical protein	PA4534
PA4535	hypothetical protein	PA4535
PA4536	hypothetical protein	PA4536
PA4537	hypothetical protein	PA4537
PA4538	NADH dehydrogenase	ndh
PA4539	hypothetical protein	PA4539
PA4540	hypothetical protein	PA4540
PA4541	Pseudomonas aeruginosa-derived large extracellular protease, LepA	lepA
PA4542	ClpB protein	clpB
PA4543	conserved hypothetical protein	PA4543
PA4544	pseudouridine synthase	rluD
PA4545	competence protein ComL	comL
PA4546	two-component sensor PilS	pilS
PA4547	two-component response regulator PilR	pilR
PA4548	probable D-amino acid oxidase	PA4548
PA4549	type 4 fimbrial biogenesis protein FimT	fimT
PA4550	type 4 fimbrial biogenesis protein FimU	fimU
PA4551	type 4 fimbrial biogenesis protein PilV	pilV
PA4552	type 4 fimbrial biogenesis protein PilW	pilW
PA4553	type 4 fimbrial biogenesis protein PilX	pilX
PA4554	type 4 fimbrial biogenesis protein PilY1	pilY1
PA4555	type 4 fimbrial biogenesis protein PilY2	pilY2
PA4556	type 4 fimbrial biogenesis protein PilE	pilE
PA4557	LytB protein	lytB
PA4558	probable peptidyl-prolyl cis-trans isomerase, FkbP-type	PA4558
PA4559	prolipoprotein signal peptidase	lspA
PA4560	isoleucyl-tRNA synthetase	ileS
PA4561	riboflavin kinase/FAD synthase	ribF
PA4562	conserved hypothetical protein	PA4562
PA4563	30S ribosomal protein S20	rpsT
PA4564	conserved hypothetical protein	PA4564
PA4565	glutamate 5-kinase	proB
PA4566	GTP-binding protein Obg	obg
PA4567	50S ribosomal protein L27	rpmA
PA4568	50S ribosomal protein L21	rplU
PA4569	octaprenyl-diphosphate synthase	ispB
PA4570	hypothetical protein	PA4570
PA4571	probable cytochrome c	PA4571
PA4572	peptidyl-prolyl cis-trans isomerase FklB	fklB
PA4573	hypothetical protein	PA4573
PA4574	conserved hypothetical protein	PA4574
PA4575	hypothetical protein	PA4575
PA4576	probable ATP-dependent protease	PA4576
PA4577	hypothetical protein	PA4577
PA4578	hypothetical protein	PA4578
PA4579	hypothetical protein	PA4579
PA4580	conserved hypothetical protein	PA4580
PA4581	transcriptional regulator RtcR	rtcR
PA4582	conserved hypothetical protein	PA4582
PA4583	conserved hypothetical protein	PA4583
PA4584	conserved hypothetical protein	PA4584
PA4585	RNA 3'-terminal phosphate cyclase	rtcA
PA4586	hypothetical protein	PA4586
PA4587	cytochrome c551 peroxidase precursor	ccpR
PA4588	glutamate dehydrogenase	gdhA
PA4589	probable outer membrane protein precursor	PA4589
PA4590	protein activator	pra
PA4591	hypothetical protein	PA4591
PA4592	probable outer membrane protein precursor	PA4592
PA4593	probable permease of ABC transporter	PA4593
PA4594	probable ATP-binding component of ABC transporter	PA4594
PA4595	probable ATP-binding component of ABC transporter	PA4595
PA4596	EsrC	esrC
PA4597	Multidrug efflux outer membrane protein OprJ precursor	oprJ
PA4598	Resistance-Nodulation-Cell Division (RND) multidrug efflux transporter MexD	mexD
PA4599	Resistance-Nodulation-Cell Division (RND) multidrug efflux membrane fusion protein MexC precursor	mexC
PA4600	transcriptional regulator NfxB	nfxB
PA4601	motility regulator	morA
PA4602	serine hydroxymethyltransferase	glyA3
PA4603	hypothetical protein	PA4603
PA4604	conserved hypothetical protein	PA4604
PA4605	conserved hypothetical protein	PA4605
PA4606	conserved hypothetical protein	PA4606
PA4607	hypothetical protein	PA4607
PA4608	hypothetical protein	PA4608
PA4609	DNA repair protein RadA	radA
PA4610	hypothetical protein	PA4610
PA4611	hypothetical protein	PA4611
PA4612	conserved hypothetical protein	PA4612
PA4613	catalase	katB
PA4614	conductance mechanosensitive channel	mscL
PA4615	FprB	fprB
PA4616	probable c4-dicarboxylate-binding protein	PA4616
PA4617	conserved hypothetical protein	PA4617
PA4618	hypothetical protein	PA4618
PA4619	probable c-type cytochrome	PA4619
PA4620	hypothetical protein	PA4620
PA4621	probable oxidoreductase	PA4621
PA4622	probable major facilitator superfamily (MFS) transporter	PA4622
PA4623	hypothetical protein	PA4623
PA4624	cyclic diguanylate-regulated TPS partner B, CdrB	cdrB
PA4625	cyclic diguanylate-regulated TPS partner A, CdrA	cdrA
PA4626	glycerate dehydrogenase	hprA
PA4627	conserved hypothetical protein	PA4627
PA4628	lysine-specific permease	lysP
PA4629	hypothetical protein	PA4629
PA4630	hypothetical protein	PA4630
PA4631	hypothetical protein	PA4631
PA4632	hypothetical protein	PA4632
PA4633	probable chemotaxis transducer	PA4633
PA4634	hypothetical protein	PA4634
PA4635	conserved hypothetical protein	PA4635
PA4636	hypothetical protein	PA4636
PA4637	hypothetical protein	PA4637
PA4638	hypothetical protein	PA4638
PA4639	hypothetical protein	PA4639
PA4640	malate:quinone oxidoreductase	mqoB
PA4642	hypothetical protein	PA4642
PA4643	hypothetical protein	PA4643
PA4644	hypothetical protein	PA4644
PA4645	probable purine/pyrimidine phosphoribosyl transferase	PA4645
PA4646	uracil phosphoribosyltransferase	upp
PA4647	uracil permease	uraA
PA4648	Pilin subunit CupE1	cupE1
PA4649	Pilin subunit CupE2	cupE2
PA4650	Pilin subunit CupE3	cupE3
PA4651	Pilin assembly chaperone CupE4	cupE4
PA4652	Fimbrial usher protein CupE5	cupE5
PA4653	Adhesin-like protein CupE6	cupE6
PA4654	probable major facilitator superfamily (MFS) transporter	PA4654
PA4655	ferrochelatase	hemH
PA4656	conserved hypothetical protein	PA4656
PA4657	hypothetical protein	PA4657
PA4658	hypothetical protein	PA4658
PA4659	probable transcriptional regulator	PA4659
PA4660	deoxyribodipyrimidine photolyase	phr
PA4661	Lipid A 3-O-deacylase	pagL
PA4662	glutamate racemase	murI
PA4663	molybdopterin biosynthesis MoeB protein	moeB
PA4664	S-adenosylmethionine-dependent methyltransferase, PrmC	prmC
PA4665	peptide chain release factor 1	prfA
PA4666	glutamyl-tRNA reductase	hemA
PA4667	hypothetical protein	PA4667
PA4668	lipoprotein localization protein LolB	lolB
PA4669	isopentenyl monophosphate kinase	ipk
PA4670	ribose-phosphate pyrophosphokinase	prs
PA4671	probable ribosomal protein L25	PA4671
PA4672	peptidyl-tRNA hydrolase	PA4672
PA4673	conserved hypothetical protein	PA4673
PA4674	Antitoxin HigA	PA4674
PA4674.1	HigB	higB
PA4675	ChtA	chtA
PA4676	probable carbonic anhydrase	PA4676
PA4677	hypothetical protein	PA4677
PA4678	peptide n-acetyltransferase RimI	rimI
PA4679	hypothetical protein	PA4679
PA4680	hypothetical protein	PA4680
PA4681	hypothetical protein	PA4681
PA4682	hypothetical protein	PA4682
PA4683	hypothetical protein	PA4683
PA4684	hypothetical protein	PA4684
PA4685	hypothetical protein	PA4685
PA4686	hypothetical protein	PA4686
PA4687	ferric iron-binding periplasmic protein HitA	hitA
PA4688	iron (III)-transport system permease HitB	hitB
PA4689	hypothetical protein	PA4689
PA4691	hypothetical protein	PA4691
PA4692	conserved hypothetical protein	PA4692
PA4693	phosphatidylserine synthase	pssA
PA4694	ketol-acid reductoisomerase	ilvC
PA4695	acetolactate synthase isozyme III small subunit	ilvH
PA4696	acetolactate synthase large subunit	ilvI
PA4697	hypothetical protein	PA4697
PA4698	hypothetical protein	PA4698
PA4699	hypothetical protein	PA4699
PA4700	penicillin-binding protein 1B	mrcB
PA4701	conserved hypothetical protein	PA4701
PA4702	hypothetical protein	PA4702
PA4703	hypothetical protein	PA4703
PA4704	cAMP-binding protein A	cbpA
PA4705	PhuW	phuW
PA4706	PhuV	phuV
PA4707	PhuU	phuU
PA4708	Heme-transport protein, PhuT	phuT
PA4709	PhuS	phuS
PA4710	Heme/Hemoglobin uptake outer membrane receptor PhuR precursor	phuR
PA4711	hypothetical protein	PA4711
PA4712	hypothetical protein	PA4712
PA4713	hypothetical protein	PA4713
PA4714	conserved hypothetical protein	PA4714
PA4715	probable aminotransferase	PA4715
PA4716	hypothetical protein	PA4716
PA4717	conserved hypothetical protein	PA4717
PA4718	hypothetical protein	PA4718
PA4719	probable transporter	PA4719
PA4720	tRNA (uracil-5-)-methyltransferase	trmA
PA4721	conserved hypothetical protein	PA4721
PA4722	probable aminotransferase	PA4722
PA4723	suppressor protein DksA	dksA
PA4724	probable aminoacyl-transfer RNA synthetase (class I)	PA4724
PA4724.1	conserved hypothetical protein	PA4724.1
PA4725	two-component sensor CbrA	cbrA
PA4726	two-component response regulator CbrB	cbrB
PA4727	poly(A) polymerase	pcnB
PA4728	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	folK
PA4729	3-methyl-2-oxobutanoate hydroxymethyltransferase	panB
PA4730	pantoate--beta-alanine ligase	panC
PA4731	aspartate 1-decarboxylase precursor	panD
PA4732	glucose-6-phosphate isomerase	pgi
PA4733	acetyl-coenzyme A synthetase	acsB
PA4734	hypothetical protein	PA4734
PA4735	hypothetical protein	PA4735
PA4736	hypothetical protein	PA4736
PA4737	hypothetical protein	PA4737
PA4738	conserved hypothetical protein	PA4738
PA4739	conserved hypothetical protein	PA4739
PA4740	polyribonucleotide nucleotidyltransferase	pnp
PA4741	30S ribosomal protein S15	rpsO
PA4742	tRNA pseudouridine 55 synthase	truB
PA4743	ribosome-binding factor A	rbfA
PA4744	translation initiation factor IF-2	infB
PA4745	N utilization substance protein A	nusA
PA4746	conserved hypothetical protein	PA4746
PA4747	secretion protein SecG	secG
PA4748	triosephosphate isomerase	tpiA
PA4749	phosphoglucosamine mutase	glmM
PA4750	dihydropteroate synthase	folP
PA4751	cell division protein FtsH	ftsH
PA4752	cell division protein FtsJ	ftsJ
PA4753	conserved hypothetical protein	PA4753
PA4754	hypothetical protein	PA4754
PA4755	transcription elongation factor GreA	greA
PA4756	carbamoylphosphate synthetase large subunit	carB
PA4757	conserved hypothetical protein	PA4757
PA4758	carbamoyl-phosphate synthase small chain	carA
PA4759	dihydrodipicolinate reductase	dapB
PA4760	DnaJ protein	dnaJ
PA4761	DnaK protein	dnaK
PA4762	heat shock protein GrpE	grpE
PA4763	DNA repair protein RecN	recN
PA4764	ferric uptake regulation protein	fur
PA4765	Outer membrane lipoprotein OmlA precursor	omlA
PA4766	conserved hypothetical protein	PA4766
PA4767	conserved hypothetical protein	PA4767
PA4768	SmpB protein	smpB
PA4769	probable transcriptional regulator	PA4769
PA4770	L-lactate permease	lldP
PA4771	L-lactate dehydrogenase	lldD
PA4772	probable ferredoxin	PA4772
PA4773	hypothetical protein	PA4773
PA4774	hypothetical protein	PA4774
PA4775	hypothetical protein	PA4775
PA4776	PmrA: two-component regulator system response regulator PmrA	pmrA
PA4777	PmrB: two-component regulator system signal sensor kinase PmrB	pmrB
PA4778	CueR	cueR
PA4779	hypothetical protein	PA4779
PA4780	conserved hypothetical protein	PA4780
PA4781	cyclic di-GMP phosphodiesterase	PA4781
PA4782	hypothetical protein	PA4782
PA4783	conserved hypothetical protein	PA4783
PA4784	probable transcriptional regulator	PA4784
PA4785	probable acyl-CoA thiolase	PA4785
PA4786	probable short-chain dehydrogenase	PA4786
PA4787	probable transcriptional regulator	PA4787
PA4788	hypothetical protein	PA4788
PA4789	conserved hypothetical protein	PA4789
PA4790	conserved hypothetical protein	PA4790
PA4791	hypothetical protein	PA4791
PA4792	conserved hypothetical protein	PA4792
PA4793	hypothetical protein	PA4793
PA4794	hypothetical protein	PA4794
PA4795	hypothetical protein	PA4795
PA4796	hypothetical protein	PA4796
PA4797	probable transposase	PA4797
PA4798	hypothetical protein	PA4798
PA4799	hypothetical protein	PA4799
PA4800	hypothetical protein	PA4800
PA4801	hypothetical protein	PA4801
PA4802	hypothetical protein	PA4802
PA4803	hypothetical protein	PA4803
PA4804	POTRA-like domain-containing usher, CupB3	PA4804
PA4805	probable class III aminotransferase	PA4805
PA4806	probable transcriptional regulator	PA4806
PA4807	selenocysteine-specific elongation factor	selB
PA4808	L-seryl-tRNA(ser) selenium transferase	selA
PA4809	FdhE protein	fdhE
PA4810	nitrate-inducible formate dehydrogenase, gamma subunit	fdnI
PA4811	nitrate-inducible formate dehydrogenase, beta subunit	fdnH
PA4812	formate dehydrogenase-O, major subunit	fdnG
PA4813	lipase LipC	lipC
PA4814	2,4-dienoyl-CoA reductase FadH2	fadH2
PA4815	hypothetical protein	PA4815
PA4816	hypothetical protein	PA4816
PA4817	hypothetical protein	PA4817
PA4818	conserved hypothetical protein	PA4818
PA4819	probable glycosyl transferase	PA4819
PA4820	hypothetical protein	PA4820
PA4821	probable transporter	PA4821
PA4822	hypothetical protein	PA4822
PA4823	hypothetical protein	PA4823
PA4824	hypothetical protein	PA4824
PA4825	Mg(2+) transport ATPase, P-type 2	mgtA
PA4826	hypothetical protein	PA4826
PA4827	arylamine N-acetyltransferase	PA4827
PA4828	conserved hypothetical protein	PA4828
PA4829	dihydrolipoamide dehydrogenase 3	lpd3
PA4830	hypothetical protein	PA4830
PA4831	probable transcriptional regulator	PA4831
PA4832	probable short-chain dehydrogenase	PA4832
PA4833	conserved hypothetical protein	PA4833
PA4834	putative nicotianamine synthase	PA4834
PA4835	hypothetical protein	PA4835
PA4836	hypothetical protein	PA4836
PA4837	probable outer membrane protein precursor	PA4837
PA4838	hypothetical protein	PA4838
PA4839	arginine decarboxylase (ADC)	speA
PA4840	conserved hypothetical protein	PA4840
PA4841	conserved hypothetical protein	PA4841
PA4842	hypothetical protein	PA4842
PA4843	GcbA	gcbA
PA4844	CtpL	ctpL
PA4845	thiol:disulfide interchange protein DipZ	dipZ
PA4846	3-dehydroquinate dehydratase	aroQ1
PA4847	biotin carboxyl carrier protein (BCCP)	accB
PA4848	biotin carboxylase	accC
PA4849	hypothetical protein	PA4849
PA4850	ribosomal protein L11 methyltransferase	prmA
PA4851	hypothetical protein	PA4851
PA4852	conserved hypothetical protein	PA4852
PA4853	DNA-binding protein Fis	fis
PA4854	phosphoribosylaminoimidazolecarboxamide formyltransferase	purH
PA4855	phosphoribosylamine--glycine ligase	purD
PA4856	RetS (Regulator of Exopolysaccharide and Type III Secretion)	retS
PA4857	TspR	tspR
PA4858	conserved hypothetical protein	PA4858
PA4859	probable permease of ABC transporter	PA4859
PA4860	probable permease of ABC transporter	PA4860
PA4861	probable ATP-binding component of ABC transporter	PA4861
PA4862	probable ATP-binding component of ABC transporter	PA4862
PA4863	hypothetical protein	PA4863
PA4864	urease accessory protein	ureD
PA4865	urease gamma subunit	ureA
PA4866	conserved hypothetical protein	PA4866
PA4867	urease beta subunit	ureB
PA4868	urease alpha subunit	ureC
PA4869	hypothetical protein	PA4869
PA4870	conserved hypothetical protein	PA4870
PA4871	hypothetical protein	PA4871
PA4872	hypothetical protein	PA4872
PA4873	probable heat-shock protein	PA4873
PA4874	conserved hypothetical protein	PA4874
PA4875	hypothetical protein	PA4875
PA4876	osmotically inducible lipoprotein OsmE	osmE
PA4877	hypothetical protein	PA4877
PA4878	BrlR	brlR
PA4879	conserved hypothetical protein	PA4879
PA4880	probable bacterioferritin	PA4880
PA4881	hypothetical protein	PA4881
PA4882	hypothetical protein	PA4882
PA4883	hypothetical protein	PA4883
PA4884	hypothetical protein	PA4884
PA4885	two-component response regulator	irlR
PA4886	probable two-component sensor	PA4886
PA4887	probable major facilitator superfamily (MFS) transporter	PA4887
PA4888	acyl-CoA delta-9-desaturase, DesB	desB
PA4889	probable oxidoreductase	PA4889
PA4890	DesT	desT
PA4891	urease accessory protein UreE	ureE
PA4892	urease accessory protein UreF	ureF
PA4893	urease accessory protein UreG	ureG
PA4894	hypothetical protein	PA4894
PA4895	probable transmembrane sensor	PA4895
PA4896	probable sigma-70 factor, ECF subfamily	PA4896
PA4897	TonB-dependent receptor	PA4897
PA4898	histidine porin OpdK	opdK
PA4899	probable aldehyde dehydrogenase	PA4899
PA4900	probable major facilitator superfamily (MFS) transporter	PA4900
PA4901	benzoylformate decarboxylase	mdlC
PA4902	probable transcriptional regulator	PA4902
PA4903	probable major facilitator superfamily (MFS) transporter	PA4903
PA4904	vanillate O-demethylase oxygenase subunit	vanA
PA4905	vanillate O-demethylase oxidoreductase	vanB
PA4906	probable transcriptional regulator	PA4906
PA4907	probable short-chain dehydrogenase	PA4907
PA4908	hypothetical protein	PA4908
PA4909	probable ATP-binding component of ABC transporter	PA4909
PA4910	branched chain amino acid ABC transporter ATP binding protein	PA4910
PA4911	probable permease of ABC branched-chain amino acid transporter	PA4911
PA4912	branched chain amino acid ABC transporter membrane protein	PA4912
PA4913	probable binding protein component of ABC transporter	PA4913
PA4914	transcriptional regulator, AmaR	amaR
PA4915	probable chemotaxis transducer	PA4915
PA4916	Nudix-related transcriptional regulator NrtR	nrtR
PA4917	nicotinate mononucleotide adenylyltransferase NadD2	nadD2
PA4918	nicotinamidase, PcnA	pcnA
PA4919	nicotinate phosphoribosyltransferase	pncB1
PA4920	NH3-dependent NAD synthetase	nadE
PA4921	cholinesterase, ChoE	choE
PA4922	azurin precursor	azu
PA4923	conserved hypothetical protein	PA4923
PA4924	conserved hypothetical protein	PA4924
PA4925	conserved hypothetical protein	PA4925
PA4926	conserved hypothetical protein	PA4926
PA4927	conserved hypothetical protein	PA4927
PA4928	conserved hypothetical protein	PA4928
PA4929	hypothetical protein	PA4929
PA4930	biosynthetic alanine racemase	alr
PA4931	replicative DNA helicase	dnaB
PA4932	50S ribosomal protein L9	rplI
PA4933	hypothetical protein	PA4933
PA4934	30S ribosomal protein S18	rpsR
PA4935	30S ribosomal protein S6	rpsF
PA4936	probable rRNA methylase	PA4936
PA4937	exoribonuclease RNase R	rnr
PA4938	adenylosuccinate synthetase	purA
PA4939	conserved hypothetical protein	PA4939
PA4940	conserved hypothetical protein	PA4940
PA4941	protease subunit HflC	hflC
PA4942	protease subunit HflK	hflK
PA4943	probable GTP-binding protein	PA4943
PA4944	Hfq	hfq
PA4945	delta 2-isopentenylpyrophosphate transferase	miaA
PA4946	DNA mismatch repair protein MutL	mutL
PA4947	N-acetylmuramoyl-L-alanine amidase	amiB
PA4948	conserved hypothetical protein	PA4948
PA4949	conserved hypothetical protein	PA4949
PA4950	conserved hypothetical protein	PA4950
PA4951	oligoribonuclease	orn
PA4952	conserved hypothetical protein	PA4952
PA4953	chemotaxis protein MotB	motB
PA4954	chemotaxis protein MotA	motA
PA4955	hypothetical protein	PA4955
PA4956	thiosulfate:cyanide sulfurtransferase	rhdA
PA4957	phosphatidylserine decarboxylase	psd
PA4958	hypothetical protein	PA4958
PA4959	FimX	fimX
PA4960	probable phosphoserine phosphatase	PA4960
PA4961	hypothetical protein	PA4961
PA4962	conserved hypothetical protein	PA4962
PA4963	hypothetical protein	PA4963
PA4964	topoisomerase IV subunit A	parC
PA4965	hypothetical protein	PA4965
PA4966	hypothetical protein	PA4966
PA4967	topoisomerase IV subunit B	parE
PA4968	conserved hypothetical protein	PA4968
PA4969	Cyclic AMP (cAMP) Phosphodiesterase, CpdA	cpdA
PA4970	conserved hypothetical protein	PA4970
PA4971	adenosine diphosphate sugar pyrophosphatase	aspP
PA4972	hypothetical protein	PA4972
PA4973	thiamin biosynthesis protein ThiC	thiC
PA4974	probable outer membrane protein precursor	PA4974
PA4975	NAD(P)H quinone oxidoreductase	PA4975
PA4976	Arginine:Pyruvate Transaminas, AruH	aruH
PA4977	2-ketoarginine decarboxylase, AruI	aruI
PA4978	hypothetical protein	PA4978
PA4979	probable acyl-CoA dehydrogenase	PA4979
PA4980	probable enoyl-CoA hydratase/isomerase	PA4980
PA4981	lysine-specific permease	lysP
PA4982	probable two-component sensor	PA4982
PA4983	probable two-component response regulator	PA4983
PA4984	probable transcriptional regulator	PA4984
PA4985	Uncharacterized protein	PA4985
PA4986	probable oxidoreductase	PA4986
PA4987	probable transcriptional regulator	PA4987
PA4988	3-deoxy-D-manno-octulosonic-acid (KDO) transferase	waaA
PA4989	probable transcriptional regulator	PA4989
PA4990	SMR multidrug efflux transporter	PA4990
PA4991	hypothetical protein	PA4991
PA4992	hypothetical protein	PA4992
PA4993	hypothetical protein	PA4993
PA4994	probable acyl-CoA dehydrogenase	PA4994
PA4995	probable acyl-CoA dehydrogenase	PA4995
PA4996	LPS biosynthesis protein RfaE	rfaE
PA4997	transport protein MsbA	msbA
PA4998	conserved hypothetical protein	PA4998
PA4999	O-antigen ligase, WaaL	waaL
PA5000	alpha-1,3-rhamnosyltransferase WapR	wapR
PA5001	cell surface-sugar biosynthetic glycosyltransferase, Ssg	ssg
PA5002	de-N-acetylase involved in persistence, DnpA	dnpA
PA5003	Mig-14-like protein	PA5003
PA5004	WapH	wapH
PA5005	probable carbamoyl transferase	PA5005
PA5006	putative kinase	PA5006
PA5007	WapG	wapG
PA5008	WapP	wapP
PA5009	lipopolysaccharide kinase WaaP	waaP
PA5010	UDP-glucose:(heptosyl) LPS alpha 1,3-glucosyltransferase WaaG	waaG
PA5011	heptosyltransferase I	waaC
PA5012	heptosyltransferase II	waaF
PA5013	branched-chain amino acid transferase	ilvE
PA5014	glutamate-ammonia-ligase adenylyltransferase	glnE
PA5015	pyruvate dehydrogenase	aceE
PA5016	dihydrolipoamide acetyltransferase	aceF
PA5017	DipA	dipA
PA5018	peptide methionine sulfoxide reductase	msrA
PA5019	conserved hypothetical protein	PA5019
PA5020	probable acyl-CoA dehydrogenase	PA5020
PA5021	probable sodium/hydrogen antiporter	PA5021
PA5022	conserved hypothetical protein	PA5022
PA5023	conserved hypothetical protein	PA5023
PA5024	conserved hypothetical protein	PA5024
PA5025	homocysteine synthase	metY
PA5026	hypothetical protein	PA5026
PA5027	hypothetical protein	PA5027
PA5028	conserved hypothetical protein	PA5028
PA5029	probable transcriptional regulator	PA5029
PA5030	probable major facilitator superfamily (MFS) transporter	PA5030
PA5031	probable short chain dehydrogenase	PA5031
PA5032	probable transcriptional regulator	PA5032
PA5033	hypothetical protein	PA5033
PA5034	uroporphyrinogen decarboxylase	hemE
PA5035	glutamate synthase small chain	gltD
PA5036	glutamate synthase large chain precursor	gltB
PA5037	hypothetical protein	PA5037
PA5038	3-dehydroquinate synthase	aroB
PA5039	shikimate kinase	aroK
PA5040	Type 4 fimbrial biogenesis outer membrane protein PilQ precursor	pilQ
PA5041	type 4 fimbrial biogenesis protein PilP	pilP
PA5042	type 4 fimbrial biogenesis protein PilO	pilO
PA5043	type 4 fimbrial biogenesis protein PilN	pilN
PA5044	type 4 fimbrial biogenesis protein PilM	pilM
PA5045	penicillin-binding protein 1A	ponA
PA5046	malic enzyme	PA5046
PA5047	hypothetical protein	PA5047
PA5048	probable nuclease	PA5048
PA5049	50S ribosomal protein L31	rpmE
PA5050	primosomal protein N'	priA
PA5051	arginyl-tRNA synthetase	argS
PA5052	hypothetical protein	PA5052
PA5053	heat shock protein HslV	hslV
PA5054	heat shock protein HslU	hslU
PA5055	hypothetical protein	PA5055
PA5056	poly(3-hydroxyalkanoic acid) synthase 1	phaC1
PA5057	poly(3-hydroxyalkanoic acid) depolymerase	phaD
PA5058	poly(3-hydroxyalkanoic acid) synthase 2	phaC2
PA5059	probable transcriptional regulator	PA5059
PA5060	polyhydroxyalkanoate synthesis protein PhaF	phaF
PA5061	conserved hypothetical protein	PA5061
PA5062	conserved hypothetical protein	PA5062
PA5063	ubiquinone biosynthesis methyltransferase UbiE	ubiE
PA5064	hypothetical protein	PA5064
PA5065	ubiquinone biosynthetic protein UbiB	ubiB
PA5066	phosphoribosyl-AMP cyclohydrolase	hisI
PA5067	phosphoribosyl-ATP pyrophosphohydrolase	hisE
PA5068	translocation protein TatA	tatA
PA5069	translocation protein TatB	tatB
PA5070	transport protein TatC	tatC
PA5071	conserved hypothetical protein	PA5071
PA5072	probable chemotaxis transducer	PA5072
PA5073	hypothetical protein	PA5073
PA5074	probable ATP-binding component of ABC transporter	PA5074
PA5075	probable permease of ABC transporter	PA5075
PA5076	probable binding protein component of ABC transporter	PA5076
PA5077	OpgH	opgH
PA5078	OpgG	opgG
PA5079	conserved hypothetical protein	PA5079
PA5080	prolyl aminopeptidase	PA5080
PA5081	hypothetical protein	PA5081
PA5082	DguC	dguC
PA5083	DguB	dguB
PA5084	DguA	dguA
PA5085	DguR	dguR
PA5086	hypothetical protein	PA5086
PA5087	hypothetical protein	PA5087
PA5088	hypothetical protein	PA5088
PA5089	PldB	pldB
PA5090	VgrG5	vgrG5
PA5091	N-formylglutamate amidohydrolase	hutG
PA5092	imidazolone-5-propionate hydrolase HutI	hutI
PA5093	probable histidine/phenylalanine ammonia-lyase	PA5093
PA5094	probable ATP-binding component of ABC transporter	PA5094
PA5095	probable permease of ABC transporter	PA5095
PA5096	probable binding protein component of ABC transporter	PA5096
PA5097	probable amino acid permease	PA5097
PA5098	histidine ammonia-lyase	hutH
PA5099	probable transporter	PA5099
PA5100	urocanase	hutU
PA5101	hypothetical protein	PA5101
PA5102	hypothetical protein	PA5102
PA5103	PuuR	puuR
PA5104	conserved hypothetical protein	PA5104
PA5105	histidine utilization repressor HutC	hutC
PA5106	conserved hypothetical protein	PA5106
PA5107	outer membrane lipoprotein Blc	blc
PA5108	hypothetical protein	PA5108
PA5109	hypothetical protein	PA5109
PA5110	fructose-1,6-bisphosphatase	fbp
PA5111	lactoylglutathione lyase	gloA3
PA5112	esterase EstA	estA
PA5113	hypothetical protein	PA5113
PA5114	hypothetical protein	PA5114
